CCLE Cell Line Name	Compound	Doses (uM)	Activity Data (median)	EC50 (uM)	IC50 (uM)	ActArea
A204_SOFT_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-19,12.7,-11,-38,-63,-76,-81,-87	0.169355199	0.166834161	2.8739
A2058_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.9,-8.3,-2.3,-28,-71,-71,-90,-96	0.144011647	0.145224854	3.5949
A2780_OVARY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.0,-3.8,-19,-61,-78,-93,-93,-94	0.060857885	0.061784048	4.4446
A375_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.0,-9.0,-5.9,-26,-74,-93,-95,-96	0.149714738	0.146155894	3.9345
A549_LUNG	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	.71,2.51,-.12,-4.3,-27,-81,-102,-109	0.441799313	0.412400216	1.7063
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,-16,-56,-94,-96,-97,-98,-96	0.025213882	0.023089293	5.8889
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	1.71,24.4,-3.1,-40,-67,-84,-94,-95	0.103395186	0.128391176	3.7332
ASPC1_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	1.07,-.40,4.96,-4.5,-30,-56,-92,-106	0.720041	0.792062342	2.2418
AZ521_STOMACH	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-21,-8.3,-23,-54,-73,-84,-88,-95	0.005311401	0.048634049	4.4041
BCPAP_THYROID	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.5,-1.7,-2.7,-28,-57,-81,-93,-95	0.196432203	0.200658202	3.9819
BGC823_STOMACH	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-1.3,8.07,-7.5,-26,-50,-62,-86	1.676022649	1.157674551	2.2857
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.3,-6.7,1.31,-94,-95,-95,-95,-95	0.047747921	0.048047401	4.7396
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	.37,-13,-18,-82,-92,-96,-97,-96	0.046767816	0.04605921	4.8923
BT20_BREAST	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-2.7,4.81,4.88,-45,-74,-79,-70	0.235477388	0.269114286	2.4196
BT549_BREAST	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	6.68,1.22,-1.9,-31,-61,-82,-92,-91	0.082267649	0.124761164	3.4086
C32_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	1.17,-13,15.6,-6.0,-39,-40,-53,-74	3.406224251	1.636802912	2.0384
CAKI2_KIDNEY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.0,2.54,-2.0,-.45,22.1,-10,-52,-93	2.450563908	2.417576313	0.5537
CAL78_BONE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	7.19,9.76,6.36,-20,-51,-66,-74,-88	0.162197798	0.285712391	2.9043
CAL851_BREAST	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	15.4,26.3,.91,-23,-53,-68,-74,-84	0.127690107	0.262406975	2.8611
CALU1_LUNG	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.3,-3.0,4.64,-13,-27,-37,-49,-74	3.713831425	1.865310788	1.8093
CAMA1_BREAST	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.3,-5.6,-15,-25,-36,-66,-93,-99	0.45428282	0.345670938	3.1566
CAPAN2_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	4.63,11.3,23.2,-3.2,31.7,-30,-70,-93	0.847367585	0.875530243	1.5901
CAS1_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.8,-8.8,-9.8,-7.3,-36,-47,-73,-81	0.667993248	0.778563261	2.2248
CHL1_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.9,-2.6,-3.1,-40,-43,-70,-81,-87	0.193191305	0.265276551	2.9906
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.5,-18,-29,-62,-81,-91,-96,-94	0.023194904	0.034480847	4.4997
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	5.98,5.59,1.68,-29,-92,-96,-97,-96	0.0867755	0.126632199	4.3505
COLO320_LARGE_INTESTINE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	1.55,-.60,.47,-1.9,-45,-72,-91,-94	0.328147918	0.3590886	2.9318
COLO677_LUNG	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.1,5.92,-3.8,-.61,-56,-70,-88,-94	0.217191115	0.237037167	3.0738
COLO678_LARGE_INTESTINE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.7,7.94,2.28,-.084,-22,-35,-49,-72	2.286490679	2.113509417	1.9174
COLO679_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.9,-1.8,-3.4,-20,-41,-56,-68,-83	0.37971276	0.5789662	2.1461
COLO699_LUNG	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,7.10,21.4,-12,-49,-58,-71,-86	0.179504871	0.301165879	2.7471
CORL23_LUNG	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	.97,1.68,-3.4,-20,-40,-79,-93,-94	0.459152222	0.491822183	2.9901
COV318_OVARY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.3,10.2,-11,7.13,-22,-31,-76,-88	1.136308193	1.230852246	2.342
DAOY_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	3.80,-20,.71,-54,-63,-89,-90,-95	0.170550123	0.189579859	3.9651
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-19,2.30,-17,-49,-65,-60,-72,-89	0.055240039	0.085044153	3.4461
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	6.31,-34,-63,-93,-94,-95,-97,-96	0.008811067	0.011414592	5.873
DKMG_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	5.35,3.70,-.38,12.5,-16,-57,-66,-64	0.370027065	0.584982872	1.8847
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,-32,-33,-38,-67,-88,-93,-92	0.10102839	0.094600096	5.5641
DOV13_OVARY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	2.27,-2.4,.50,-50,-72,-82,-81,-90	0.066321604	0.082012415	3.6086
DU145_PROSTATE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.8,19.2,-4.5,-9.9,-65,-92,-93,-94	0.193434656	0.198496774	3.5571
EBC1_LUNG	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	4.34,-4.7,6.50,-20,-82,-85,-89,-88	0.112344429	0.124000698	3.5052
EFE184_ENDOMETRIUM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-8.1,-.61,-1.7,-19,-47,-71,-83	0.705881536	0.910060167	2.2955
EFM19_BREAST	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.6,.50,-9.3,-11,-24,-43,-81,-100	1.295749307	0.922290325	2.2524
EFO21_OVARY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	6.16,7.29,7.82,3.06,-28,-53,-68,-78	0.406576514	0.714112222	1.9361
EFO27_OVARY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.6,-3.1,3.14,-4.1,-14,-76,-96,-100	0.528772652	0.519779325	2.605
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	.92,-3.2,-16,-79,-95,-97,-97,-96	0.046457723	0.04779857	5.2348
EN_ENDOMETRIUM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	2.79,4.82,11.4,-6.6,-8.5,-22,-37,-63	2.951051474	4.784356117	0.9262
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.7,-9.6,18.7,6.67,-13,-72,-96,-98	0.564443171	0.559227943	3.0544
FUOV1_OVARY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.4,-14,-8.4,-30,-50,-64,-78,-92	0.539351523	0.313900679	1.2757
G361_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	1.19,-2.0,-8.8,-31,-52,-71,-81,-91	0.108107723	0.222893253	3.2033
G401_SOFT_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.2,-2.8,-18,-48,-85,-92,-96,-97	0.079562925	0.084212132	4.6555
GB1_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.2,-1.0,-6.1,-52,-94,-94,-97,-96	0.078804962	0.078636877	4.2248
GCT_SOFT_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	9.31,-5.4,-21,-70,-88,-93,-95,-97	0.042752914	0.050006822	4.69
GLC82_LUNG	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.8,-9.4,4.92,-11,-13,-50,-63,-89	1.160270333	1.126153827	2.2821
GMS10_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,9.06,-12,1.09,-15,-18,-49,-66	1.809732676	2.797261953	1.5352
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,15.3,-42,-77,-92,-93,-95,-93	0.014287763	0.030715285	5.1588
HCC1569_BREAST	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,-2.7,-6.0,-6.0,-25,-51,-85,-94	0.769925237	0.723442316	2.4213
HCC2935_LUNG	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,7.60,19.2,5.24,-20,-39,-59,-75	0.890125155	1.382619977	1.7352
HCC4006_LUNG	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	7.07,4.95,2.43,-20,-35,-55,-76,-92	0.556358397	0.572342813	2.5662
HCC56_LARGE_INTESTINE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	.35,-6.8,8.29,.75,-18,-43,-67,-82	0.947291017	1.125410199	1.8327
HCC70_BREAST	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.6,-9.5,13.5,-32,-54,-58,-86,-93	0.075725049	0.075391009	2.2185
HCT116_LARGE_INTESTINE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.6,12.4,4.43,-14,-55,-65,-90,-95	0.230808109	0.276744455	3.3454
HCT15_LARGE_INTESTINE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.1,-5.5,6.03,-2.0,-47,-73,-68,-84	0.233905166	0.26266107	2.7435
HDQP1_BREAST	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.0,-14,10.7,-1.2,-83,-95,-94,-96	0.17001155	0.174632937	3.8757
HEC151_ENDOMETRIUM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,10.8,-13,-14,-48,-70,-88,-89	0.299900383	0.322438896	2.922
HEC1B_ENDOMETRIUM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	15.2,-6.8,10.7,-9.6,26.8,-21,-19,-71	8.371686017	5.365125179	1.4273
HEC251_ENDOMETRIUM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,3.63,-24,-25,-5.7,-13,-56,-76	2.192310095	2.345185518	1.7593
HEC265_ENDOMETRIUM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-11,-15,-5.5,-41,-71,-90,-94	0.322805971	0.312169522	3.2408
HEC59_ENDOMETRIUM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.1,4.27,1.03,-30,-81,-95,-99,-99	0.11827153	0.121810623	3.771
HEC6_ENDOMETRIUM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	31.4,-3.2,-16,-13,-29,-64,-81,-93		0.507195612	3.6618
HEP3B217_LIVER	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.0,-12,-2.1,3.51,-9.1,-5.7,-52,-54	1.497975349	2.34637475	1.5377
HEPG2_LIVER	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.1,-10.0,-27,-37,-54,-70,-82,-94	0.191375822	0.189004108	3.224
HEYA8_OVARY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.7,-6.8,-.63,-14,-73,-87,-91,-96	0.159800962	0.16702649	3.4329
HGC27_STOMACH	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.5,-4.4,.12,-14,-51,-44,-47,-54	0.103318989	8.0	1.955
HLE_LIVER	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-6.3,-5.6,3.64,-20,-82,-88,-92	0.406325698	0.419608593	2.9701
HLF_LIVER	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,-3.2,-.99,-3.9,-50,-91,-95,-96	0.251797259	0.261088133	3.7736
HMC18_BREAST	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.1,2.65,-1.6,-.11,-32,-52,-61,-68	0.363111973	0.704123199	1.7798
HMCB_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-2.4,-11,-17,-57,-79,-85,-83	0.187500775	0.209313378	3.5353
HOS_BONE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,1.21,-14,-9.3,-48,-82,-96,-96	0.264917344	0.283931613	3.5016
HPAC_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	5.62,15.9,11.3,1.96,-26,-45,-82,-82	0.475268394	0.722931325	2.3686
HS294T_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	2.21,-7.0,-2.2,-16,-37,-79,-89,-94	0.315041482	0.324935049	2.3295
HS683_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-.34,-3.8,-14,-6.6,-37,-63,-83,-84	0.356491297	0.422525823	2.8785
HS695T_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.8,1.11,2.28,-8.2,-38,-63,-69,-82	0.231189147	0.372649074	2.5234
HS739T_BREAST	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	2.10,-2.8,-11,-18,-14,-28,-56,-56	0.970893502	2.83324337	2.0158
HS766T_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	7.72,11.4,-8.8,18.0,14.1,4.17,-15,-72	4.807946682	5.188987255	0.9451
HS840T_UPPER_AERODIGESTIVE_TRACT	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.3,-5.9,-1.5,-22,-31,-52,-59,-57	0.193357348	0.746174514	2.2389
HS852T_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	.18,-3.2,5.77,-2.5,-11,-18,-27,-52	8.685907753	7.632351875	0.8084
HS936T_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	4.29,-2.8,3.00,-6.1,-4.5,-48,-59,-70	0.583280504	0.863415956	1.5988
HS944T_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.5,-11,-2.5,-46,-83,-91,-91,-93	0.085375831	0.089219473	4.1102
HSC2_UPPER_AERODIGESTIVE_TRACT	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	2.19,3.90,.35,-10,-82,-86,-87,-91	0.131046042	0.141894951	3.5079
HT1197_URINARY_TRACT	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	4.74,4.35,-3.3,-.28,-12,-16,-44,-96	8.913338984	3.058591604	1.3475
HT1376_URINARY_TRACT	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	17.3,10.2,27.8,33.5,-9.5,-6.9,-49,-92	8.001174556	2.700818062	1.5047
HT144_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.7,-2.5,-12,-17,-31,-51,-80,-94	0.949263453	0.705108225	2.7864
HT29_LARGE_INTESTINE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.2,-4.0,-1.3,-12,-47,-74,-90,-93	0.275243551	0.301147372	3.1076
HUCCT1_BILIARY_TRACT	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.3,-5.3,-1.9,-9.6,-23,-39,-62,-85	1.986645699	1.397503495	2.0752
HUH1_LIVER	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	12.9,-17,12.2,-12,-32,-94,-109,-113	0.347100317	0.326290578	2.3966
HUPT3_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.9,-9.5,-1.7,-25,-25,-37,-68,-74	8.060005953	1.762922764	2.011
IALM_LUNG	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-22,7.93,-20,-10,-25,-39,-73,-83	1.037106991	1.086725235	2.821
IGR37_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,-12,8.40,-16,-44,-93,-92,-89	0.27990514	0.27013734	3.7394
IGR39_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,-12,-.20,-4.6,-45,-76,-86,-92	0.340647101	0.368193597	2.7698
IGROV1_OVARY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.3,-1.1,-.63,-12,-34,-48,-82,-90	0.799905777	0.793657839	2.3182
IPC298_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-49,-3.9,.15,-3.2,-34,-76,-80,-84	0.300517142	0.35077408	3.1056
ISTMES1_PLEURA	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-14,4.56,-18,-15,-62,-64,-88	0.544081092	0.621329963	2.7861
ISTMES2_PLEURA	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.6,-14,13.2,-67,-90,-95,-95,-92	0.065687485	0.068911389	4.5254
JHH2_LIVER	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	.32,-4.9,-11,-34,-44,-37,-63,-84	8.501724346	0.848505259	2.7736
JHH4_LIVER	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.5,-5.0,10.9,-3.0,-43,-95,-97,-95	0.267112136	0.277152896	3.466
JHH6_LIVER	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.8,-7.4,-.90,9.32,28.7,6.42,-31,-77	2.716456175	3.094129562	0.5917
JMSU1_URINARY_TRACT	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-.10,-.26,3.85,-8.7,-78,-86,-93,-93	0.147658795	0.158283249	3.4227
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,9.16,-11,-70,-94,-95,-96,-95	0.056117419	0.057521079	5.0107
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	2.78,-34,-54,-92,-94,-94,-96,-95	0.016598221	0.018932486	5.795
K029AX_SKIN	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	4.63,-3.1,-2.7,-32,-45,-66,-76,-94	0.279547036	0.336584717	2.933
KALS1_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	8.87,6.96,7.60,-30,-37,-40,-57,-68	0.149355695	0.959533691	2.2827
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.4,27.1,-3.4,-12,-72,-89,-95,-96	0.166905075	0.173049331	3.6338
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.2,-2.6,2.07,-6.2,-10,-15,-58,-88	2.130378485	2.158792496	2.5262
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	3.03,-3.9,-20,-82,-89,-91,-95,-94	0.039958712	0.042180192	4.7985
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	1.02,-12,-3.1,-26,-81,-90,-96,-96	0.127645299	0.129412934	4.4124
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.5,-17,-46,-89,-95,-96,-97,-96	0.02652204	0.026682707	5.0752
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	8.55,8.91,14.6,26.8,-14,-86,-93,-96		0.250821879	2.8217
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	13.8,12.3,-1.9,-56,-86,-88,-92,-92	0.057680603	0.071645685	4.2888
KLE_ENDOMETRIUM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	19.2,12.9,33.4,5.88,19.9,-43,-62,-89	0.681990504	0.983213782	1.9354
KMBC2_URINARY_TRACT	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.2,2.50,-9.5,-5.3,-12,-48,-89,-95	0.845620215	0.834210813	2.1382
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.7,9.85,-4.3,-15,-61,-85,-92,-88	0.185490265	0.198362663	3.531
KMRC1_KIDNEY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-29,-.64,-2.8,3.39,-11,-70,-79,-67	0.384303451	0.458422363	2.3962
KMRC2_KIDNEY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	14.9,8.97,6.33,-4.0,-9.9,-30,-50,-62	0.988001287	2.883164406	1.6298
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-17,-.66,-3.1,6.08,-48,-67,-86,-92	0.345224112	0.417666435	3.367
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.2,-7.5,-14,-46,-92,-96,-97,-95	0.083523363	0.082779452	4.3181
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	11.1,1.71,-16,-86,-91,-92,-95,-95	0.037083633	0.040386364	4.8773
KNS42_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,3.79,-17,11.5,-21,-51,-60,-64	0.426467031	0.747000277	2.4491
KNS60_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	3.12,-2.7,4.31,-16,-45,-62,-82,-93	0.346815139	0.436378628	2.9539
KNS81_CENTRAL_NERVOUS_SYSTEM	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	.59,3.86,12.6,-.54,-56,-67,-74,-87	0.146569207	0.219013736	2.6355
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-1.7,-3.1,-30,-91,-91,-93,-93	0.097386748	0.0992705	4.3871
KP1N_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-28,7.30,-16,12.6,-.41,-8.2,-77,-87	1.375641823	1.541691184	2.1545
KP1NL_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	5.40,-.39,11.0,-.36,2.46,-38,-60,-83	1.273795485	1.637331009	1.6959
KP2_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	1.44,-14,9.57,-12,-21,-35,-61,-94	8.080310369	1.598707199	1.234
KP3_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.7,-2.5,2.54,4.37,-11,-24,-55,-83	2.144973755	2.133014202	1.5558
KP4_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.6,-3.8,-6.2,3.70,-49,-83,-93,-92	0.249485984	0.256401986	3.2093
KPNSI9S_AUTONOMIC_GANGLIA	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.4,-30,-38,-71,-90,-92,-96,-95	0.039266922	0.028646117	5.1446
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.9,-1.6,13.5,-7.3,.60,-92,-96,-96	0.430848122	0.449586183	2.7764
KURAMOCHI_OVARY	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-9.6,-7.6,.17,-5.3,-15,-69,-94	1.904283881	1.841904879	2.4941
KYSE30_OESOPHAGUS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.0,-.96,-6.1,-9.8,-28,-50,-72,-82	0.668748796	0.788275123	2.8093
KYSE410_OESOPHAGUS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.0,2.97,3.84,10.3,1.34,-13,-47,-95		0.140010215	1.4083
KYSE520_OESOPHAGUS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-.020,7.02,.56,7.15,-5.2,-22,-53,-70	1.411844492	2.260991573	1.2647
L33_PANCREAS	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.7,-3.2,-7.9,-55,-94,-96,-95,-96	0.072925001	0.07414142	4.4701
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	8.58,8.30,-31,-71,-86,-93,-98,-97	0.053164687	0.050349064	4.9078
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Irinotecan	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.8,-5.8,.15,1.70,-29,-83,-93,-94	0.350514859	0.370309383	3.2757
